,dataset_name,taget_domain,architecture,augmentations,test_loss,test_accuracy,i,tp,tn,fp,fn,auc-score,pretrained
113,camelyon_unbalanced,3,ResNet18,Augmix and Fourier,0.6291932976698573,0.72,2,22,1778,672,28,0.6982367346938775,False
114,camelyon_unbalanced,0,ResNet50,Fourier,0.6917213099666789,0.6356,2,36,1553,897,14,0.7071918367346939,False
115,camelyon_unbalanced,1,ResNet50,Fourier,0.6679720086387441,0.8832,2,7,2201,249,43,0.5633469387755101,False
116,camelyon_unbalanced,2,ResNet50,Fourier,0.7776445625703546,0.944,2,0,2360,90,50,0.44849795918367347,False
117,camelyon_unbalanced,3,ResNet50,Fourier,0.8471448089503035,0.846,2,14,2101,349,36,0.6683510204081633,False
118,camelyon_unbalanced,0,ResNet50,Jigsaw,0.11507768231102183,0.9832,2,46,2412,38,4,0.9902204081632652,False
119,camelyon_unbalanced,1,ResNet50,Jigsaw,0.4870425642385513,0.9612,2,18,2385,65,32,0.9015510204081633,False
120,camelyon_unbalanced,2,ResNet50,Jigsaw,2.16480170779779,0.9692,2,0,2423,27,50,0.3468816326530612,False
121,camelyon_unbalanced,3,ResNet50,Jigsaw,1.526827562836152,0.652,2,33,1597,853,17,0.6884,False
122,camelyon_unbalanced,0,ResNet50,Augmix and Fourier,0.8562975778609891,0.6096,2,38,1486,964,12,0.7269632653061224,False
123,camelyon_unbalanced,1,ResNet50,Augmix and Fourier,0.730115457048899,0.7116,2,14,1765,685,36,0.5453959183673469,False
124,camelyon_unbalanced,2,ResNet50,Augmix and Fourier,0.6759556049033056,0.8128,2,12,2020,430,38,0.5908163265306123,False
125,camelyon_unbalanced,3,ResNet50,Augmix and Fourier,0.700394762844979,0.6172,2,25,1518,932,25,0.6015591836734694,False
126,camelyon_unbalanced,0,ResNet18,No Augmentations,0.08732605620580332,0.9828,3,47,2410,40,3,0.9941061224489796,False
127,camelyon_unbalanced,1,ResNet18,No Augmentations,1.126059570452169,0.9584,3,7,2389,61,43,0.8130775510204082,False
128,camelyon_unbalanced,2,ResNet18,No Augmentations,2.6533269077728066,0.9748,3,0,2437,13,50,0.24390204081632655,False
